, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
1082, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x4 , 330   , P1708025A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300960,Std Sku,4300960,Yes,430,23,960,960,96.0,37.80,94.3,37.13,N,107.3,6,,Svitavy,1.178776,1.247583,1.137130,1.247583,1.182397,1.533676,1.441330,1.468491,1.348078,1.250299,1.219517,1.217706,3.563489,3.963657,4.257898,3.687523,15.472567,1.289381,0.127989
1083, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , IN ,  1x5 , 500   , P1708032A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200845,Std Sku,3200845,Yes,320,16,845,845,84.5,33.27,79.3,31.22,N,131.4,18,,Svitavy,0.255638,0.270163,0.246923,0.270889,0.256364,0.332620,0.312285,0.318095,0.291950,0.270889,0.264353,0.264353,0.772724,0.859874,0.922331,0.799595,3.354524,0.279544,0.027636
1084, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,,, P1709018A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300838,Exception,4300838,Yes,430,23,838,838,83.8,32.99,83.8,32.99,Y,104.4,8,,Svitavy,0.938879,0.993474,0.905045,0.993474,0.941186,1.221081,1.148031,1.168793,1.073444,0.995781,0.971174,0.969636,2.837398,3.155740,3.390267,2.936591,12.319997,1.026666,0.101895
1088, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 , 330   , PL1512192_C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000800,Exception,4000800,Yes,400,21,800,800,80.0,31.50,72.6,28.58,N,68.1,4,,Svitavy,0.652553,0.690414,0.629390,0.690414,0.654334,0.848987,0.797762,0.812462,0.746093,0.692196,0.674824,0.673933,1.972357,2.193735,2.356317,2.040953,8.563363,0.713614,0.070828
1090, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 , 330   , PL1512193_A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000940,No,400,21,967,940,94.0,37.01,93.5,36.81,N,132.0,10,,Svitavy,0.874480,0.925204,0.843031,0.925204,0.876509,1.137230,1.068245,1.088535,0.999261,0.927233,0.903900,0.902885,2.642715,2.938943,3.156041,2.734018,11.471718,0.955977,0.094804
1092, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 , 500   , PL1512195/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101.0,39.76,100.2,39.45,N,61.5,5,,Svitavy,0.057959,0.061120,0.055851,0.061120,0.057959,0.075346,0.070604,0.072185,0.066389,0.061120,0.060066,0.059539,0.174930,0.194425,0.209178,0.180726,0.759258,0.063272,0.006313
1093, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 , 500   , PL1512195_D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101.0,39.76,100.2,39.45,N,61.5,5,,Svitavy,1.234519,1.306704,1.190787,1.306704,1.238207,1.606508,1.510086,1.537485,1.412083,1.309865,1.277198,1.275090,3.732009,4.151419,4.459654,3.862153,16.205235,1.350436,0.134124
1094, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 , 500   , PL1512195_E/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101.0,39.76,100.2,39.45,N,61.5,5,,Svitavy,0.123821,0.130670,0.119079,0.130670,0.123821,0.160703,0.151219,0.153854,0.141208,0.131197,0.128036,0.127509,0.373570,0.415195,0.446282,0.386742,1.621788,0.135149,0.013408
1096, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x2 , 330   , PL1701005_A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4150930,Std Sku,4150930,Yes,415,22,930,930,93.0,36.61,91.2,35.91,N,107.1,14,,Svitavy,2.538902,2.685913,2.448498,2.686758,2.545661,3.303529,3.104135,3.161587,2.903050,2.692672,2.625926,2.621701,7.673313,8.535948,9.168772,7.940299,33.318332,2.776528,0.275790
1097, WestRock Czech , Valio Eesti AG , Valio Eesti AG/Tallinn/EE , Estonia              , CP ,  2x4 , 100   , P1706004B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201378,Exception,3201378,Yes,320,16,1378,1378,137.8,54.25,136.8,53.86,N,78.0,16,,Svitavy,0.086473,0.091394,0.082958,0.091394,0.086473,0.111782,0.105455,0.106861,0.098424,0.091394,0.089285,0.089285,0.260825,0.289649,0.310740,0.269964,1.131177,0.094265,0.009203
1098, WestRock Czech , Dreher Sorgyarak Zrt/ Breweries Ltd , Dreher Sorgyarak/Budapest/HU , Hungary             , CP ,  2x3 , 500   , 0265012B01/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,125.5,49.41,Y,76.6,6,,Svitavy,0.659892,0.698759,0.637079,0.698759,0.662427,0.859296,0.807755,0.822119,0.755369,0.700449,0.682705,0.681860,1.995730,2.220482,2.385243,2.065014,8.666469,0.722206,0.071769
1103, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708027B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,132.8,52.28,N,755.0,28,,Svitavy,1.641813,1.735631,1.581502,1.735631,1.641813,2.131007,2.003682,2.037189,1.876358,1.735631,1.695423,1.695423,4.958946,5.508451,5.917229,5.126478,21.511104,1.792592,0.176988
1104, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708002C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200890,Std Sku,3200890,Yes,320,16,890,890,89.0,35.04,100.0,39.37,N,100.0,20,,Svitavy,0.034346,0.036092,0.033181,0.036092,0.034346,0.044824,0.041913,0.042496,0.039003,0.036674,0.035510,0.035510,0.103619,0.115262,0.123412,0.107694,0.449987,0.037499,0.003711
1105, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708003C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201010,Std Sku,3201000,No,320,16,1010,1000,100.0,39.37,100.0,39.37,Y,100.0,20,,Svitavy,0.038591,0.040553,0.037283,0.040553,0.038591,0.050364,0.047094,0.047748,0.043823,0.041207,0.039899,0.039899,0.116426,0.129508,0.138665,0.121005,0.505604,0.042134,0.004169
1106, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x3 , 330   , 0965015B11/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001310,Std Sku,4001290,No,400,21,1310,1290,129.0,50.79,127.9,50.35,N,72.6,7,,Svitavy,9.916776,10.493360,9.563016,10.495657,9.942811,12.904597,12.126630,12.350219,11.340241,10.520160,10.256754,10.242205,29.973152,33.343064,35.817090,31.019119,130.152425,10.846035,1.077669
1107, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x2 , 330   , 0965015E06/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,133.8,16,,Svitavy,2.573745,2.722902,2.481713,2.723960,2.580092,3.349148,3.147099,3.205281,2.942934,2.730307,2.661547,2.658373,7.778360,8.653201,9.295315,8.050227,33.777102,2.814759,0.279737
1108, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x3 , 330   , 0965015E07/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,90.5,35.63,N,133.8,10,,Svitavy,1.383271,1.464223,1.334700,1.464223,1.387319,1.800175,1.691901,1.723270,1.581604,1.467259,1.430830,1.428807,4.182194,4.651716,4.996775,4.326896,18.157581,1.513132,0.150303
1109, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , BW ,  2x3 , 330   , PL1612396_A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501545,Fastrunner,3501545,Yes,350,18,1545,1545,154.5,60.83,153.4,60.39,N,95.4,5,,Trier,4.203036,4.447668,4.053304,4.448723,4.214635,5.469430,5.140441,5.235342,4.807235,4.459267,4.347495,4.341169,12.704008,14.132787,15.183019,13.147931,55.167745,4.597312,0.456878
1112, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 , 330   , 14M1032A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,126.2,16,,Svitavy,0.244452,0.258420,0.235472,0.258420,0.244452,0.317288,0.298331,0.303319,0.279373,0.258420,0.252434,0.252434,0.738343,0.820160,0.881023,0.763287,3.202814,0.266901,0.026352
1113, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x3 , 330   , 3854D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,90.5,35.63,N,139.7,10,,Svitavy,5.591121,5.915473,5.391438,5.917586,5.605912,7.275218,6.836761,6.962488,6.393022,5.931321,5.782351,5.773899,16.898031,18.798717,20.192271,17.487571,73.376590,6.114716,0.607474
1114, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 , 330   , 3856D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,136.2,16,,Svitavy,0.080762,0.085069,0.077531,0.085069,0.080762,0.104452,0.097991,0.100145,0.091530,0.085069,0.082915,0.082915,0.243362,0.270283,0.289665,0.250900,1.054210,0.087851,0.008645
1115, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 , 330   , 3857D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,95.6,37.64,N,134.0,16,,Svitavy,0.698164,0.739482,0.673797,0.739482,0.700283,0.908991,0.853900,0.869792,0.798810,0.741601,0.722531,0.721472,2.111443,2.348756,2.522502,2.185604,9.168305,0.764025,0.075841
1116, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , BW ,  2x3 , 355   , PL1601002TR1/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501512,Std Sku,3501512,Yes,350,18,1512,1512,151.2,59.53,150.6,59.29,N,88.6,6,,Trier,11.275255,11.930782,10.873697,11.933657,11.304965,14.672687,13.788109,14.042077,12.893947,11.961450,11.662438,11.646145,34.079734,37.911309,40.724133,35.270033,147.985209,12.332101,1.225229
1117, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, C8935A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4150996,No,415,22,1000,996,99.6,39.21,91.2,35.91,N,69.6,5,,KartonPak,0.645654,0.683288,0.622721,0.683288,0.647418,0.839703,0.789133,0.803833,0.737974,0.685052,0.667411,0.666823,1.951663,2.170409,2.330941,2.019286,8.472299,0.706025,0.069990
1118, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, P1208039A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4650642,Exception,4650642,Yes,465,25,642,642,64.2,25.28,64.2,25.28,Y,76.2,3,,KartonPak,4.902631,5.187657,4.727803,5.188587,4.915651,6.379837,5.995308,6.105506,5.606129,5.200676,5.070485,5.063511,14.818092,16.484075,17.706943,15.334672,64.343782,5.361982,0.532788
1119, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,  2x3 , 250   , PL1510120_B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4150996,No,415,22,1000,996,99.6,39.21,91.2,35.91,N,60.5,5,,KartonPak,0.199858,0.211614,0.192701,0.211614,0.200369,0.260173,0.244327,0.248927,0.228482,0.212125,0.206502,0.206502,0.604173,0.672155,0.721736,0.625130,2.623194,0.218599,0.021730
1120, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, 1065010A03/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300838,Exception,4300715,No,430,23,838,715,71.5,28.15,71.5,28.15,Y,76.2,5,,KartonPak,0.149884,0.158503,0.144616,0.158503,0.150363,0.194897,0.183404,0.186756,0.171433,0.158982,0.155151,0.154672,0.453003,0.503763,0.541593,0.468806,1.967165,0.163930,0.016282
1121, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, P1711001A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4150930,Std Sku,4150912,No,415,22,930,912,91.2,35.91,91.2,35.91,Y,61.0,5,,KartonPak,1.972087,2.086760,1.901773,2.087231,1.977278,2.566214,2.411429,2.455788,2.255229,2.091950,2.039569,2.036738,5.960619,6.630723,7.122447,6.168257,25.882047,2.156837,0.214271
1124, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CP ,  1x4 , 500   , P1703028A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801401,Std Sku,3801395,No,380,20,1401,1395,139.5,54.92,0.0,0.00,N,100.0,10,,Svitavy,0.846233,0.896075,0.816977,0.896075,0.849483,1.101944,1.035849,1.054269,0.968671,0.898242,0.875488,0.874404,2.559285,2.847502,3.058789,2.648134,11.113710,0.926142,0.092035
1125, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CC ,  1x3 ," 2,000   ", P1703031B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,0.0,0.00,N,100.0,10,,Svitavy,0.900084,0.951927,0.868096,0.951927,0.902290,1.170330,1.099735,1.120693,1.029141,0.954134,0.930970,0.929867,2.720108,3.024548,3.249569,2.814970,11.809195,0.984100,0.097552
1126, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CP ,  1x2 ," 2,000   ", P1704031B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,0.0,0.00,N,100.0,10,,Svitavy,0.861478,0.912218,0.831696,0.912218,0.864787,1.121796,1.054511,1.073262,0.986122,0.914424,0.891260,0.890157,2.605391,2.898801,3.113895,2.695841,11.313928,0.942827,0.093693
1128, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 , 330   , PL1512198/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151270,Exception,4151204,No,415,22,1270,1204,120.4,47.40,60.2,23.70,N,88.9,10,,KartonPak,0.256039,0.270566,0.246960,0.270566,0.256039,0.332306,0.312331,0.318687,0.292357,0.271474,0.264211,0.264211,0.773565,0.858911,0.923375,0.799895,3.355747,0.279646,0.027664
1129, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 , 330   , PL1512199/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300945,Std Sku,4300933,No,430,23,945,933,93.3,36.73,93.3,36.73,Y,69.9,5,,KartonPak,0.224122,0.237306,0.216097,0.237306,0.224695,0.291760,0.273991,0.279150,0.256222,0.237879,0.231574,0.231574,0.677525,0.753761,0.809362,0.701027,2.941676,0.245140,0.024368
1130, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 , 330   , PL1512207_A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,66.8,5,,KartonPak,3.993402,4.225788,3.850972,4.226859,4.004111,5.196563,4.883323,4.973279,4.566871,4.236497,4.130478,4.124588,12.070162,13.427533,14.423474,12.491563,52.412731,4.367728,0.433920
1131, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 , 330   , PL1603105/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101.0,39.76,101.0,39.76,Y,68.2,8,,KartonPak,0.115107,0.121534,0.111017,0.121534,0.115107,0.149580,0.140232,0.143153,0.131467,0.122118,0.118613,0.118613,0.347658,0.386221,0.414852,0.359344,1.508074,0.125673,0.012458
1132, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 , 330   , PL1603106/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,68.2,5,,KartonPak,2.893000,3.060829,2.789678,3.061922,2.900653,3.764398,3.537529,3.602583,3.307925,3.069029,2.991948,2.987574,8.743507,9.726974,10.448037,9.048551,37.967068,3.163922,0.314324
1133, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 , 330   , PL1609290/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101.0,39.76,101.0,39.76,Y,68.5,8,,KartonPak,0.115026,0.121482,0.110918,0.121482,0.115026,0.149652,0.140262,0.143196,0.131459,0.122069,0.118547,0.118547,0.347426,0.386160,0.414916,0.359164,1.507666,0.125639,0.012513
1134, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 , 330   , PL1701026/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,67.4,5,,KartonPak,0.477051,0.504604,0.460303,0.505145,0.478131,0.620761,0.583483,0.594288,0.545664,0.506225,0.493259,0.492719,1.441958,1.604037,1.723434,1.492202,6.261632,0.521803,0.051865
1135, WestRock Czech , InBev Europe , Pivovar Samson/Praha/CZ - C1 , Czech Republic          , BM ,  2x3 , 330   , 4449.011350/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102.0,40.16,96.6,38.03,N,128.5,4,,Svitavy,3.344686,3.539722,3.225601,3.539722,3.354063,4.352686,4.090137,4.165151,3.824775,3.548161,3.459082,3.454394,10.110009,11.246471,12.080064,10.461638,43.898183,3.658182,0.363434
1137, WestRock Czech , FoodCare Sp. z o.o. , FoodCare/402/PL - C1 , Poland                  , CC ,  1x2 , 500   , P1705036A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501398,Std Sku,3501397,No,350,18,1398,1397,139.7,55.00,139.7,55.00,Y,95.8,10,,KartonPak,1.683177,1.780835,1.622858,1.780835,1.687006,2.189662,2.057535,2.095833,1.924451,1.785623,1.740623,1.737751,5.086870,5.657504,6.077819,5.263996,22.086189,1.840516,0.182807
1138, WestRock Czech , Ambra S.A. , Ambra/402/PL - C1 , Poland                  , CP ,  2x2 , 200   , 0668037B01/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,92.7,36.50,N,92.0,12,,KartonPak,0.021372,0.022667,0.020724,0.022667,0.021372,0.027848,0.025905,0.026553,0.024610,0.022667,0.022020,0.022020,0.064764,0.071888,0.077069,0.066707,0.280427,0.023369,0.002302
1139, WestRock Czech , RAJO A.S. , RAJO/402/SK - C3 , Slovakia             , CP ,,, P1705024H/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200955,Fastrunner,3200955,Yes,320,16,955,955,95.5,37.60,95.5,37.60,Y,91.8,12,,Svitavy,2.248974,2.379715,2.168695,2.380289,2.254709,2.926190,2.750148,2.800610,2.571813,2.385450,2.325813,2.322373,6.797385,7.561187,8.122571,7.033636,29.514779,2.459565,0.244368
1141, WestRock Czech , RAJO A.S. , RAJO/402/SK - C3 , Slovakia             , CP ,,, P1710005B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,134.5,52.95,N,82.8,14,,Svitavy,0.205043,0.217537,0.197694,0.217537,0.205778,0.266777,0.251343,0.255753,0.234440,0.217537,0.212392,0.212392,0.620274,0.690091,0.741536,0.642322,2.694223,0.224519,0.022299
1144, WestRock Czech , Carlsberg Europe , BALTIKA BREWERIES LLC , Russia , CP ,,, P1704078A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4000967,Std Sku,4000952,No,400,21,967,952,95.2,37.48,95.2,37.48,Y,131.8,10,,Svitavy,1.042286,1.102813,1.005355,1.102813,1.044338,1.356203,1.274133,1.297728,1.192063,1.105890,1.078192,1.076140,3.150453,3.503353,3.763925,3.260222,13.677953,1.139829,0.113209
1145, WestRock Czech , Carlsberg Europe , BALTIKA BREWERIES LLC , Russia , CP ,,, P1704079D/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,90.7,35.71,N,132.6,10,,Svitavy,3.368497,3.564048,3.248158,3.565051,3.377522,4.383358,4.118612,4.194827,3.851860,3.573074,3.483822,3.478808,10.180703,11.325931,12.165298,10.535703,44.207635,3.683970,0.366005
1150," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , DW ,  2x2 , 500   , A-5765/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801466,Std Sku,3801466,Yes,380,20,1466,1466,146.6,57.72,146.6,57.72,Y,63.1,6,,Trier,38.074844,40.287829,36.717594,40.297888,38.174715,49.546442,46.560349,47.417522,43.540486,40.390575,39.379643,39.324318,115.080266,128.019046,137.518357,119.094536,499.712205,41.642684,4.137677
1151," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , DW ,  2x3 , 500   , A-5766/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801270,Fastrunner,3801258,No,380,20,1270,1258,125.8,49.53,125.4,49.37,N,63.1,5,,Trier,1.382325,1.463094,1.333617,1.463094,1.386024,1.799119,1.690604,1.722049,1.580857,1.466793,1.429800,1.427950,4.179035,4.648237,4.993510,4.324543,18.145325,1.512110,0.150258
1153," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , FM ,  2x4 , 330   , A-6364/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801178,Std Sku,3801178,Yes,380,20,1178,1178,117.8,46.38,114.8,45.20,N,105.0,6,,Trier,0.653293,0.690761,0.630236,0.691722,0.655214,0.850242,0.798362,0.813734,0.746483,0.692683,0.675390,0.674429,1.974290,2.197178,2.358580,2.042501,8.572549,0.714379,0.070957
1154," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , BM ,  1x2 , 300   , A-6477/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901317,Std Sku,2901278,No,290,14,1317,1278,127.8,50.31,127.5,50.20,N,109.3,10,,Trier,1.012643,1.071431,0.977039,1.072259,1.015955,1.318175,1.238687,1.261043,1.158371,1.074743,1.047419,1.046591,3.061113,3.406389,3.658100,3.168753,13.294355,1.107863,0.109996
1155," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , DD ,  3x4 , 330   , A-6514/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4001310,Std Sku,4001222,No,400,21,1310,1222,122.2,48.11,120.4,47.40,N,67.5,3,,Trier,0.147019,0.155786,0.141623,0.155786,0.147019,0.190854,0.179390,0.182762,0.167925,0.155786,0.151739,0.151739,0.444428,0.493659,0.530076,0.459265,1.927428,0.160619,0.015865
1158," WestRockPackaging Syst.NL,B.V. ", BAVARIA Europe , BAVARIA N.V.                    LIESHOUT , NETHERLANDS     , CP ,  1x3 , 330   , C-7752/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,93.5,36.81,N,113.6,10,,Trier,1.228016,1.299266,1.184428,1.299266,1.231369,1.597678,1.501281,1.528943,1.404046,1.302619,1.269928,1.268251,3.711710,4.128313,4.434270,3.840798,16.115091,1.342924,0.133289
