,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,796 MT","7,191 MT","6,554 MT","7,193 MT","6,814 MT","8,844 MT","8,311 MT","8,464 MT","7,772 MT","7,210 MT","7,029 MT","7,020 MT","20,542 MT","22,852 MT","24,547 MT","21,259 MT","89,200 MT",,
,,,,,,,,,, <<<---Added--->>> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019, Forecast Quantity board MT - OCT 2018 , Forecast Quantity board MT - NOV 2018 , Forecast Quantity board MT - DEC 2018 , Forecast Quantity board MT - JAN 2019 , Forecast Quantity board MT - FEB 2019 , Forecast Quantity board MT - MAR 2019 , Forecast Quantity board MT - APR 2019 , Forecast Quantity board MT - MAY 2019 , Forecast Quantity board MT - JUN 2019 , Forecast Quantity board MT - JUL 2019 , Forecast Quantity board MT - AUG 2019 , Forecast Quantity board MT - SEP 2019 , Forecast Quantity board MT - Q1 2019 , Forecast Quantity board MT - Q2 2019 , Forecast Quantity board MT - Q3 2019 , Forecast Quantity board MT - Q4 2019 , Forecast Quantity board MT - FY 2019 , Average ,Standarddeviation
1078, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , IN ,  1x5 ,330, P1708023A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3200955,Fastrunner,3200927,No,320,16,955,927,92.7,36.5,91.8,36.14,N,129,24,,Svitavy,0.3 MT,0.3 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.8 MT,0.8 MT,0.9 MT,0.8 MT,3.3 MT,0.3 MT,0.0 MT
1079, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,330, P1708024A.465/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4650960,Std Sku,4650945,No,465,25,960,945,94.5,37.2,93.7,36.89,N,109,10,,Svitavy,0.9 MT,0.9 MT,0.9 MT,0.9 MT,0.9 MT,1.2 MT,1.1 MT,1.1 MT,1.0 MT,0.9 MT,0.9 MT,0.9 MT,2.7 MT,3.0 MT,3.2 MT,2.8 MT,11.7 MT,1.0 MT,0.1 MT
1080, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,330, P1708024A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300960,Std Sku,4300960,Yes,430,23,960,960,96,37.8,93.7,36.89,N,109,10,,Svitavy,2.7 MT,2.8 MT,2.6 MT,2.8 MT,2.7 MT,3.5 MT,3.3 MT,3.3 MT,3.1 MT,2.8 MT,2.8 MT,2.8 MT,8.1 MT,9.0 MT,9.7 MT,8.4 MT,35.2 MT,2.9 MT,0.3 MT
1081, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x4 ,330, P1708025A.465/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4650960,Std Sku,4650945,No,465,25,960,945,94.5,37.2,94.3,37.13,N,107.3,6,,Svitavy,1.0 MT,1.0 MT,0.9 MT,1.0 MT,1.0 MT,1.2 MT,1.2 MT,1.2 MT,1.1 MT,1.0 MT,1.0 MT,1.0 MT,2.9 MT,3.2 MT,3.5 MT,3.0 MT,12.6 MT,1.1 MT,0.1 MT
1082, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x4 ,330, P1708025A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300960,Std Sku,4300960,Yes,430,23,960,960,96,37.8,94.3,37.13,N,107.3,6,,Svitavy,1.2 MT,1.2 MT,1.1 MT,1.2 MT,1.2 MT,1.5 MT,1.4 MT,1.5 MT,1.3 MT,1.3 MT,1.2 MT,1.2 MT,3.6 MT,4.0 MT,4.3 MT,3.7 MT,15.5 MT,1.3 MT,0.1 MT
1083, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , IN ,  1x5 ,500, P1708032A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3200845,Std Sku,3200845,Yes,320,16,845,845,84.5,33.27,79.3,31.22,N,131.4,18,,Svitavy,0.3 MT,0.3 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.8 MT,0.9 MT,0.9 MT,0.8 MT,3.4 MT,0.3 MT,0.0 MT
1084, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,,, P1709018A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300838,Exception,4300838,Yes,430,23,838,838,83.8,32.99,83.8,32.99,Y,104.4,8,,Svitavy,0.9 MT,1.0 MT,0.9 MT,1.0 MT,0.9 MT,1.2 MT,1.1 MT,1.2 MT,1.1 MT,1.0 MT,1.0 MT,1.0 MT,2.8 MT,3.2 MT,3.4 MT,2.9 MT,12.3 MT,1.0 MT,0.1 MT
1088, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,330, PL1512192_C/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000800,Exception,4000800,Yes,400,21,800,800,80,31.5,72.6,28.58,N,68.1,4,,Svitavy,0.7 MT,0.7 MT,0.6 MT,0.7 MT,0.7 MT,0.8 MT,0.8 MT,0.8 MT,0.7 MT,0.7 MT,0.7 MT,0.7 MT,2.0 MT,2.2 MT,2.4 MT,2.0 MT,8.6 MT,0.7 MT,0.1 MT
1090, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,330, PL1512193_A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000967,Std Sku,4000940,No,400,21,967,940,94,37.01,93.5,36.81,N,132,10,,Svitavy,0.9 MT,0.9 MT,0.8 MT,0.9 MT,0.9 MT,1.1 MT,1.1 MT,1.1 MT,1.0 MT,0.9 MT,0.9 MT,0.9 MT,2.6 MT,2.9 MT,3.2 MT,2.7 MT,11.5 MT,1.0 MT,0.1 MT
1092, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,500, PL1512195/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101,39.76,100.2,39.45,N,61.5,5,,Svitavy,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.8 MT,0.1 MT,0.0 MT
1093, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,500, PL1512195_D/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101,39.76,100.2,39.45,N,61.5,5,,Svitavy,1.2 MT,1.3 MT,1.2 MT,1.3 MT,1.2 MT,1.6 MT,1.5 MT,1.5 MT,1.4 MT,1.3 MT,1.3 MT,1.3 MT,3.7 MT,4.2 MT,4.5 MT,3.9 MT,16.2 MT,1.4 MT,0.1 MT
1094, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x3 ,500, PL1512195_E/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101,39.76,100.2,39.45,N,61.5,5,,Svitavy,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.2 MT,0.2 MT,0.2 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.4 MT,0.4 MT,0.4 MT,0.4 MT,1.6 MT,0.1 MT,0.0 MT
1096, WestRock Czech , Ursus Breweries/Bucharest/RO , Ursus Breweries/Bucharest/RO - C1 , Romania            , CP ,  2x2 ,330, PL1701005_A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4150930,Std Sku,4150930,Yes,415,22,930,930,93,36.61,91.2,35.91,N,107.1,14,,Svitavy,2.5 MT,2.7 MT,2.4 MT,2.7 MT,2.5 MT,3.3 MT,3.1 MT,3.2 MT,2.9 MT,2.7 MT,2.6 MT,2.6 MT,7.7 MT,8.5 MT,9.2 MT,7.9 MT,33.3 MT,2.8 MT,0.3 MT
1097, WestRock Czech , Valio Eesti AG , Valio Eesti AG/Tallinn/EE , Estonia              , CP ,  2x4 ,100, P1706004B/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3201378,Exception,3201378,Yes,320,16,1378,1378,137.8,54.25,136.8,53.86,N,78,16,,Svitavy,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,1.1 MT,0.1 MT,0.0 MT
1098, WestRock Czech , Dreher Sorgyarak Zrt/ Breweries Ltd , Dreher Sorgyarak/Budapest/HU , Hungary             , CP ,  2x3 ,500, 0265012B01/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,125.5,49.41,Y,76.6,6,,Svitavy,0.7 MT,0.7 MT,0.6 MT,0.7 MT,0.7 MT,0.9 MT,0.8 MT,0.8 MT,0.8 MT,0.7 MT,0.7 MT,0.7 MT,2.0 MT,2.2 MT,2.4 MT,2.1 MT,8.7 MT,0.7 MT,0.1 MT
1103, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708027B/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,132.8,52.28,N,755,28,,Svitavy,1.6 MT,1.7 MT,1.6 MT,1.7 MT,1.6 MT,2.1 MT,2.0 MT,2.0 MT,1.9 MT,1.7 MT,1.7 MT,1.7 MT,5.0 MT,5.5 MT,5.9 MT,5.1 MT,21.5 MT,1.8 MT,0.2 MT
1104, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708002C/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3200890,Std Sku,3200890,Yes,320,16,890,890,89,35.04,100,39.37,N,100,20,,Svitavy,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.4 MT,0.0 MT,0.0 MT
1105, WestRock Czech , Schreiber Foods , Schreiber Czech Republic s.r.o. , Czech Republic          , CP ,,, P1708003C/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3201010,Std Sku,3201000,No,320,16,1010,1000,100,39.37,100,39.37,Y,100,20,,Svitavy,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.1 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.5 MT,0.0 MT,0.0 MT
1106, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x3 ,330, 0965015B11/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4001310,Std Sku,4001290,No,400,21,1310,1290,129,50.79,127.9,50.35,N,72.6,7,,Svitavy,9.9 MT,10.5 MT,9.6 MT,10.5 MT,9.9 MT,12.9 MT,12.1 MT,12.4 MT,11.3 MT,10.5 MT,10.3 MT,10.2 MT,30.0 MT,33.3 MT,35.8 MT,31.0 MT,130.2 MT,10.8 MT,1.1 MT
1107, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x2 ,330, 0965015E06/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,133.8,16,,Svitavy,2.6 MT,2.7 MT,2.5 MT,2.7 MT,2.6 MT,3.3 MT,3.1 MT,3.2 MT,2.9 MT,2.7 MT,2.7 MT,2.7 MT,7.8 MT,8.7 MT,9.3 MT,8.1 MT,33.8 MT,2.8 MT,0.3 MT
1108, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , CP ,  2x3 ,330, 0965015E07/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,90.5,35.63,N,133.8,10,,Svitavy,1.4 MT,1.5 MT,1.3 MT,1.5 MT,1.4 MT,1.8 MT,1.7 MT,1.7 MT,1.6 MT,1.5 MT,1.4 MT,1.4 MT,4.2 MT,4.7 MT,5.0 MT,4.3 MT,18.2 MT,1.5 MT,0.2 MT
1109, WestRock Czech , Budweiser Budvar/Ceske Budejovice/CZ , Budweiser Budvar/Ceske Budejovice/CZ , Czech Republic          , BW ,  2x3 ,330, PL1612396_A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3501545,Fastrunner,3501545,Yes,350,18,1545,1545,154.5,60.83,153.4,60.39,N,95.4,5,,Trier,4.2 MT,4.4 MT,4.1 MT,4.4 MT,4.2 MT,5.5 MT,5.1 MT,5.2 MT,4.8 MT,4.5 MT,4.3 MT,4.3 MT,12.7 MT,14.1 MT,15.2 MT,13.1 MT,55.2 MT,4.6 MT,0.5 MT
1112, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 ,330, 14M1032A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,126.2,16,,Svitavy,0.2 MT,0.3 MT,0.2 MT,0.3 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.7 MT,0.8 MT,0.9 MT,0.8 MT,3.2 MT,0.3 MT,0.0 MT
1113, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x3 ,330, 3854D/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,90.5,35.63,N,139.7,10,,Svitavy,5.6 MT,5.9 MT,5.4 MT,5.9 MT,5.6 MT,7.3 MT,6.8 MT,7.0 MT,6.4 MT,5.9 MT,5.8 MT,5.8 MT,16.9 MT,18.8 MT,20.2 MT,17.5 MT,73.4 MT,6.1 MT,0.6 MT
1114, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 ,330, 3856D/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,96.4,37.95,N,136.2,16,,Svitavy,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,1.1 MT,0.1 MT,0.0 MT
1115, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , CP ,  2x2 ,330, 3857D/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4000967,Std Sku,4000967,Yes,400,21,967,967,96.7,38.07,95.6,37.64,N,134,16,,Svitavy,0.7 MT,0.7 MT,0.7 MT,0.7 MT,0.7 MT,0.9 MT,0.9 MT,0.9 MT,0.8 MT,0.7 MT,0.7 MT,0.7 MT,2.1 MT,2.3 MT,2.5 MT,2.2 MT,9.2 MT,0.8 MT,0.1 MT
1116, WestRock Czech , Plzensky Prazdroj/Plzen/CZ , Plzensky Prazdroj/Plzen/CZ , Czech Republic          , BW ,  2x3 ,355, PL1601002TR1/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3501512,Std Sku,3501512,Yes,350,18,1512,1512,151.2,59.53,150.6,59.29,N,88.6,6,,Trier,11.3 MT,11.9 MT,10.9 MT,11.9 MT,11.3 MT,14.7 MT,13.8 MT,14.0 MT,12.9 MT,12.0 MT,11.7 MT,11.6 MT,34.1 MT,37.9 MT,40.7 MT,35.3 MT,148.0 MT,12.3 MT,1.2 MT
1117, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, C8935A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151000,Std Sku,4150996,No,415,22,1000,996,99.6,39.21,91.2,35.91,N,69.6,5,,KartonPak,0.6 MT,0.7 MT,0.6 MT,0.7 MT,0.6 MT,0.8 MT,0.8 MT,0.8 MT,0.7 MT,0.7 MT,0.7 MT,0.7 MT,2.0 MT,2.2 MT,2.3 MT,2.0 MT,8.5 MT,0.7 MT,0.1 MT
1118, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, P1208039A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4650642,Exception,4650642,Yes,465,25,642,642,64.2,25.28,64.2,25.28,Y,76.2,3,,KartonPak,4.9 MT,5.2 MT,4.7 MT,5.2 MT,4.9 MT,6.4 MT,6.0 MT,6.1 MT,5.6 MT,5.2 MT,5.1 MT,5.1 MT,14.8 MT,16.5 MT,17.7 MT,15.3 MT,64.3 MT,5.4 MT,0.5 MT
1119, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,  2x3 ,250, PL1510120_B/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151000,Std Sku,4150996,No,415,22,1000,996,99.6,39.21,91.2,35.91,N,60.5,5,,KartonPak,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.3 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.6 MT,0.7 MT,0.7 MT,0.6 MT,2.6 MT,0.2 MT,0.0 MT
1120, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, 1065010A03/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300838,Exception,4300715,No,430,23,838,715,71.5,28.15,71.5,28.15,Y,76.2,5,,KartonPak,0.1 MT,0.2 MT,0.1 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.5 MT,0.5 MT,0.5 MT,0.5 MT,2.0 MT,0.2 MT,0.0 MT
1121, WestRock Czech , AS A. Le Coq/Tartu/EE - C3 , AS A. Le Coq/Tartu/EE - C3 , Estonia              , CP ,,, P1711001A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4150930,Std Sku,4150912,No,415,22,930,912,91.2,35.91,91.2,35.91,Y,61,5,,KartonPak,2.0 MT,2.1 MT,1.9 MT,2.1 MT,2.0 MT,2.6 MT,2.4 MT,2.5 MT,2.3 MT,2.1 MT,2.0 MT,2.0 MT,6.0 MT,6.6 MT,7.1 MT,6.2 MT,25.9 MT,2.2 MT,0.2 MT
1124, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CP ,  1x4 ,500, P1703028A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3801401,Std Sku,3801395,No,380,20,1401,1395,139.5,54.92,0,0,N,100,10,,Svitavy,0.8 MT,0.9 MT,0.8 MT,0.9 MT,0.8 MT,1.1 MT,1.0 MT,1.1 MT,1.0 MT,0.9 MT,0.9 MT,0.9 MT,2.6 MT,2.8 MT,3.1 MT,2.6 MT,11.1 MT,0.9 MT,0.1 MT
1125, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CC ,  1x3 ,"2,000", P1703031B/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,0,0,N,100,10,,Svitavy,0.9 MT,1.0 MT,0.9 MT,1.0 MT,0.9 MT,1.2 MT,1.1 MT,1.1 MT,1.0 MT,1.0 MT,0.9 MT,0.9 MT,2.7 MT,3.0 MT,3.2 MT,2.8 MT,11.8 MT,1.0 MT,0.1 MT
1126, WestRock Czech , CCE Europe , Coca-Cola/Bucuresti/RO - C1 , Romania            , CP ,  1x2 ,"2,000", P1704031B/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,0,0,N,100,10,,Svitavy,0.9 MT,0.9 MT,0.8 MT,0.9 MT,0.9 MT,1.1 MT,1.1 MT,1.1 MT,1.0 MT,0.9 MT,0.9 MT,0.9 MT,2.6 MT,2.9 MT,3.1 MT,2.7 MT,11.3 MT,0.9 MT,0.1 MT
1128, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 ,330, PL1512198/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151270,Exception,4151204,No,415,22,1270,1204,120.4,47.4,60.2,23.7,N,88.9,10,,KartonPak,0.3 MT,0.3 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.8 MT,0.9 MT,0.9 MT,0.8 MT,3.4 MT,0.3 MT,0.0 MT
1129, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 ,330, PL1512199/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300945,Std Sku,4300933,No,430,23,945,933,93.3,36.73,93.3,36.73,Y,69.9,5,,KartonPak,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.2 MT,0.3 MT,0.3 MT,0.3 MT,0.3 MT,0.2 MT,0.2 MT,0.2 MT,0.7 MT,0.8 MT,0.8 MT,0.7 MT,2.9 MT,0.2 MT,0.0 MT
1130, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 ,330, PL1512207_A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,66.8,5,,KartonPak,4.0 MT,4.2 MT,3.9 MT,4.2 MT,4.0 MT,5.2 MT,4.9 MT,5.0 MT,4.6 MT,4.2 MT,4.1 MT,4.1 MT,12.1 MT,13.4 MT,14.4 MT,12.5 MT,52.4 MT,4.4 MT,0.4 MT
1131, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 ,330, PL1603105/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101,39.76,101,39.76,Y,68.2,8,,KartonPak,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.3 MT,0.4 MT,0.4 MT,0.4 MT,1.5 MT,0.1 MT,0.0 MT
1132, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 ,330, PL1603106/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,68.2,5,,KartonPak,2.9 MT,3.1 MT,2.8 MT,3.1 MT,2.9 MT,3.8 MT,3.5 MT,3.6 MT,3.3 MT,3.1 MT,3.0 MT,3.0 MT,8.7 MT,9.7 MT,10.4 MT,9.0 MT,38.0 MT,3.2 MT,0.3 MT
1133, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x2 ,330, PL1609290/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4151010,Std Sku,4151010,Yes,415,22,1010,1010,101,39.76,101,39.76,Y,68.5,8,,KartonPak,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.3 MT,0.4 MT,0.4 MT,0.4 MT,1.5 MT,0.1 MT,0.0 MT
1134, WestRock Czech , Bergenbier S.A./RO , Bergenbier S.A./RO , Romania            , CP ,  2x3 ,330, PL1701026/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,4300912,Std Sku,4300912,Yes,430,23,912,912,91.2,35.91,91.2,35.91,Y,67.4,5,,KartonPak,0.5 MT,0.5 MT,0.5 MT,0.5 MT,0.5 MT,0.6 MT,0.6 MT,0.6 MT,0.5 MT,0.5 MT,0.5 MT,0.5 MT,1.4 MT,1.6 MT,1.7 MT,1.5 MT,6.3 MT,0.5 MT,0.1 MT
1135, WestRock Czech , InBev Europe , Pivovar Samson/Praha/CZ - C1 , Czech Republic          , BM ,  2x3 ,330, 4449.011350/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102,40.16,96.6,38.03,N,128.5,4,,Svitavy,3.3 MT,3.5 MT,3.2 MT,3.5 MT,3.4 MT,4.4 MT,4.1 MT,4.2 MT,3.8 MT,3.5 MT,3.5 MT,3.5 MT,10.1 MT,11.2 MT,12.1 MT,10.5 MT,43.9 MT,3.7 MT,0.4 MT
1137, WestRock Czech , FoodCare Sp. z o.o. , FoodCare/402/PL - C1 , Poland                  , CC ,  1x2 ,500, P1705036A/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3501398,Std Sku,3501397,No,350,18,1398,1397,139.7,55,139.7,55,Y,95.8,10,,KartonPak,1.7 MT,1.8 MT,1.6 MT,1.8 MT,1.7 MT,2.2 MT,2.1 MT,2.1 MT,1.9 MT,1.8 MT,1.7 MT,1.7 MT,5.1 MT,5.7 MT,6.1 MT,5.3 MT,22.1 MT,1.8 MT,0.2 MT
1138, WestRock Czech , Ambra S.A. , Ambra/402/PL - C1 , Poland                  , CP ,  2x2 ,200, 0668037B01/R , 011 Carrier Kote SFI ,11, MCB , Carrier , SFI ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,92.7,36.5,N,92,12,,KartonPak,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.0 MT,0.1 MT,0.1 MT,0.1 MT,0.1 MT,0.3 MT,0.0 MT,0.0 MT
